# Machine-readable review queue. One row per crossing; not an active transport file.
rank	routeAProven	detourSteps	detourCapped	edgeKey	from	to	direction	name	action	label
562	false	>512	true	3225,3903,0 N	3225,3904,0	3225,3903,0	S	Gate	Open	Open Gate
563	false	>512	true	3261,3446,0 N	3261,3446,0	3261,3447,0	N	Gate	Open	Open Gate
564	false	>512	true	3273,3028,0 E	3273,3028,0	3274,3028,0	E	Gate	Open	Open Gate
565	false	>512	true	3273,3029,0 E	3273,3029,0	3274,3029,0	E	Gate	Open	Open Gate
566	false	>512	true	3292,9434,0 E	3292,9434,0	3293,9434,0	E	Gate	Open	Open Gate
567	false	>512	true	3292,9435,0 E	3292,9435,0	3293,9435,0	E	Gate	Open	Open Gate
568	false	>512	true	3311,3331,0 E	3312,3331,0	3311,3331,0	W	Gate	Open	Open Gate
569	false	>512	true	3311,3332,0 E	3312,3332,0	3311,3332,0	W	Gate	Open	Open Gate
570	false	>512	true	3319,3467,0 E	3319,3467,0	3320,3467,0	E	Gate	Open	Open Gate
571	false	>512	true	3319,3468,0 E	3319,3468,0	3320,3468,0	E	Gate	Open	Open Gate
572	false	>512	true	3322,9448,0 N	3322,9448,0	3322,9449,0	N	Gate	Open	Open Gate
573	false	>512	true	3323,9448,0 N	3323,9448,0	3323,9449,0	N	Gate	Open	Open Gate
574	false	>512	true	3336,3895,0 N	3336,3896,0	3336,3895,0	S	Gate	Open	Open Gate
575	false	>512	true	3337,3895,0 N	3337,3896,0	3337,3895,0	S	Gate	Open	Open Gate
576	false	>512	true	2936,9655,0 N	2936,9655,0	2936,9656,0	N	Green door	Open	Open Green door
577	false	>512	true	2972,5093,1 N	2972,5094,1	2972,5093,1	S	Grill	Open	Open Grill
578	false	>512	true	2973,5093,1 N	2973,5094,1	2973,5093,1	S	Grill	Open	Open Grill
579	false	>512	true	2975,5107,1 E	2975,5107,1	2976,5107,1	E	Grill	Open	Open Grill
580	false	>512	true	2989,5057,1 E	2989,5057,1	2990,5057,1	E	Grill	Open	Open Grill
581	false	>512	true	2989,5058,1 E	2989,5058,1	2990,5058,1	E	Grill	Open	Open Grill
582	false	>512	true	2994,5021,1 E	2995,5021,1	2994,5021,1	W	Grill	Open	Open Grill
583	false	>512	true	3009,5033,1 E	3010,5033,1	3009,5033,1	W	Grill	Open	Open Grill
584	false	>512	true	3014,5033,1 E	3015,5033,1	3014,5033,1	W	Grill	Open	Open Grill
585	false	>512	true	3017,5021,1 E	3018,5021,1	3017,5021,1	W	Grill	Open	Open Grill
586	false	>512	true	3023,5001,1 E	3024,5001,1	3023,5001,1	W	Grill	Open	Open Grill
587	false	>512	true	3030,5079,1 E	3030,5079,1	3031,5079,1	E	Grill	Open	Open Grill
588	false	>512	true	3032,5068,1 N	3032,5069,1	3032,5068,1	S	Grill	Open	Open Grill
589	false	>512	true	3032,5077,1 N	3032,5078,1	3032,5077,1	S	Grill	Open	Open Grill
590	false	>512	true	3033,5070,1 E	3034,5070,1	3033,5070,1	W	Grill	Open	Open Grill
591	false	>512	true	3033,5073,1 E	3034,5073,1	3033,5073,1	W	Grill	Open	Open Grill
592	false	>512	true	3035,5071,1 N	3035,5072,1	3035,5071,1	S	Grill	Open	Open Grill
593	false	>512	true	3035,5074,1 N	3035,5075,1	3035,5074,1	S	Grill	Open	Open Grill
594	false	>512	true	3035,5077,1 N	3035,5077,1	3035,5078,1	N	Grill	Open	Open Grill
595	false	>512	true	3036,5067,1 E	3037,5067,1	3036,5067,1	W	Grill	Open	Open Grill
596	false	>512	true	3036,5070,1 E	3037,5070,1	3036,5070,1	W	Grill	Open	Open Grill
597	false	>512	true	3036,5073,1 E	3037,5073,1	3036,5073,1	W	Grill	Open	Open Grill
598	false	>512	true	3036,5076,1 E	3036,5076,1	3037,5076,1	E	Grill	Open	Open Grill
599	false	>512	true	3036,5079,1 E	3037,5079,1	3036,5079,1	W	Grill	Open	Open Grill
600	false	>512	true	3038,5068,1 N	3038,5069,1	3038,5068,1	S	Grill	Open	Open Grill
601	false	>512	true	3038,5071,1 N	3038,5071,1	3038,5072,1	N	Grill	Open	Open Grill
602	false	>512	true	3038,5074,1 N	3038,5074,1	3038,5075,1	N	Grill	Open	Open Grill
603	false	>512	true	3039,5067,1 E	3039,5067,1	3040,5067,1	E	Grill	Open	Open Grill
604	false	>512	true	3039,5070,1 E	3040,5070,1	3039,5070,1	W	Grill	Open	Open Grill
605	false	>512	true	3039,5073,1 E	3040,5073,1	3039,5073,1	W	Grill	Open	Open Grill
606	false	>512	true	3039,5076,1 E	3040,5076,1	3039,5076,1	W	Grill	Open	Open Grill
607	false	>512	true	3039,5079,1 E	3039,5079,1	3040,5079,1	E	Grill	Open	Open Grill
608	false	>512	true	3041,5068,1 N	3041,5068,1	3041,5069,1	N	Grill	Open	Open Grill
609	false	>512	true	3041,5071,1 N	3041,5071,1	3041,5072,1	N	Grill	Open	Open Grill
610	false	>512	true	3041,5074,1 N	3041,5075,1	3041,5074,1	S	Grill	Open	Open Grill
611	false	>512	true	3042,5070,1 E	3042,5070,1	3043,5070,1	E	Grill	Open	Open Grill
612	false	>512	true	3042,5073,1 E	3043,5073,1	3042,5073,1	W	Grill	Open	Open Grill
613	false	>512	true	3042,5076,1 E	3042,5076,1	3043,5076,1	E	Grill	Open	Open Grill
614	false	>512	true	3042,5079,1 E	3043,5079,1	3042,5079,1	W	Grill	Open	Open Grill
615	false	>512	true	3044,5068,1 N	3044,5069,1	3044,5068,1	S	Grill	Open	Open Grill
616	false	>512	true	3044,5077,1 N	3044,5077,1	3044,5078,1	N	Grill	Open	Open Grill
617	false	>512	true	3054,5028,1 N	3054,5029,1	3054,5028,1	S	Grill	Open	Open Grill
618	false	>512	true	2816,3083,0 E	2817,3083,0	2816,3083,0	W	Hardwood Grove Doors	Open	Open Hardwood Grove Doors
619	false	>512	true	2816,3084,0 E	2817,3084,0	2816,3084,0	W	Hardwood Grove Doors	Open	Open Hardwood Grove Doors
620	false	>512	true	3141,3638,2 N	3141,3639,2	3141,3638,2	S	High Stakes	Pass-Through	Pass-Through High Stakes
621	false	>512	true	3142,3638,2 N	3142,3639,2	3142,3638,2	S	High Stakes	Pass-Through	Pass-Through High Stakes
622	false	>512	true	2326,9393,0 N	2326,9393,0	2326,9394,0	N	Kitchen gate	Open	Open Kitchen gate
623	false	>512	true	2327,9393,0 N	2327,9393,0	2327,9394,0	N	Kitchen gate	Open	Open Kitchen gate
624	false	>512	true	1636,4824,0 N	1636,4824,0	1636,4825,0	N	Large door	Open	Open Large door
625	false	>512	true	1637,4824,0 N	1637,4824,0	1637,4825,0	N	Large door	Open	Open Large door
626	false	>512	true	2193,4959,0 E	2194,4959,0	2193,4959,0	W	Large door	Open	Open Large door
627	false	>512	true	2193,4960,0 E	2194,4960,0	2193,4960,0	W	Large door	Open	Open Large door
628	false	>512	true	2207,4973,0 N	2207,4973,0	2207,4974,0	N	Large door	Open	Open Large door
629	false	>512	true	2208,4973,0 N	2208,4973,0	2208,4974,0	N	Large door	Open	Open Large door
630	false	>512	true	2221,4959,0 E	2221,4959,0	2222,4959,0	E	Large door	Open	Open Large door
631	false	>512	true	2221,4960,0 E	2221,4960,0	2222,4960,0	E	Large door	Open	Open Large door
632	false	>512	true	2390,3793,0 E	2390,3793,0	2391,3793,0	E	Large door	Open	Open Large door
633	false	>512	true	2390,3804,0 E	2390,3804,0	2391,3804,0	E	Large door	Open	Open Large door
634	false	>512	true	2407,3806,0 N	2407,3806,0	2407,3807,0	N	Large door	Open	Open Large door
635	false	>512	true	2410,3820,0 N	2410,3821,0	2410,3820,0	S	Large door	Open	Open Large door
636	false	>512	true	2421,3820,0 N	2421,3821,0	2421,3820,0	S	Large door	Open	Open Large door
637	false	>512	true	2444,3089,0 E	2445,3089,0	2444,3089,0	W	Large door	Open	Open Large door
638	false	>512	true	2444,3090,0 E	2445,3090,0	2444,3090,0	W	Large door	Open	Open Large door
639	false	>512	true	2444,3098,0 N	2444,3099,0	2444,3098,0	S	Large door	Open	Open Large door
640	false	>512	true	2500,3848,0 N	2500,3849,0	2500,3848,0	S	Large door	Open	Open Large door
641	false	>512	true	2500,3848,1 N	2500,3849,1	2500,3848,1	S	Large door	Open	Open Large door
642	false	>512	true	2500,3871,0 N	2500,3871,0	2500,3872,0	N	Large door	Open	Open Large door
643	false	>512	true	2500,3871,1 N	2500,3871,1	2500,3872,1	N	Large door	Open	Open Large door
644	false	>512	true	2504,3853,0 E	2504,3853,0	2505,3853,0	E	Large door	Open	Open Large door
645	false	>512	true	2504,3853,1 E	2504,3853,1	2505,3853,1	E	Large door	Open	Open Large door
646	false	>512	true	2504,3860,0 E	2505,3860,0	2504,3860,0	W	Large door	Open	Open Large door
647	false	>512	true	2504,3867,0 E	2504,3867,0	2505,3867,0	E	Large door	Open	Open Large door
648	false	>512	true	2504,3867,1 E	2504,3867,1	2505,3867,1	E	Large door	Open	Open Large door
649	false	>512	true	2510,3860,0 E	2510,3860,0	2511,3860,0	E	Large door	Open	Open Large door
650	false	>512	true	2607,3875,0 E	2608,3875,0	2607,3875,0	W	Large door	Open	Open Large door
651	false	>512	true	2609,3875,0 E	2609,3875,0	2610,3875,0	E	Large door	Open	Open Large door
652	false	>512	true	2609,3875,1 E	2609,3875,1	2610,3875,1	E	Large door	Open	Open Large door
653	false	>512	true	2611,3866,1 E	2611,3866,1	2612,3866,1	E	Large door	Open	Open Large door
654	false	>512	true	2611,3883,0 E	2611,3883,0	2612,3883,0	E	Large door	Open	Open Large door
655	false	>512	true	2611,3883,1 E	2611,3883,1	2612,3883,1	E	Large door	Open	Open Large door
656	false	>512	true	2613,3864,0 N	2613,3864,0	2613,3865,0	N	Large door	Open	Open Large door
657	false	>512	true	2613,3864,1 N	2613,3865,1	2613,3864,1	S	Large door	Open	Open Large door
658	false	>512	true	2613,3885,0 N	2613,3886,0	2613,3885,0	S	Large door	Open	Open Large door
659	false	>512	true	2613,3885,1 N	2613,3885,1	2613,3886,1	N	Large door	Open	Open Large door
660	false	>512	true	2615,3870,1 N	2615,3870,1	2615,3871,1	N	Large door	Open	Open Large door
661	false	>512	true	2615,3879,0 N	2615,3880,0	2615,3879,0	S	Large door	Open	Open Large door
662	false	>512	true	2615,3879,1 N	2615,3880,1	2615,3879,1	S	Large door	Open	Open Large door
663	false	>512	true	2665,3241,0 E	2665,3241,0	2666,3241,0	E	Large door	Open	Open Large door
664	false	>512	true	2740,3572,0 N	2740,3572,0	2740,3573,0	N	Large door	Open	Open Large door
665	false	>512	true	2741,3572,0 N	2741,3572,0	2741,3573,0	N	Large door	Open	Open Large door
666	false	>512	true	2751,3507,2 E	2751,3507,2	2752,3507,2	E	Large door	Open	Open Large door
667	false	>512	true	2751,3508,2 E	2751,3508,2	2752,3508,2	E	Large door	Open	Open Large door
668	false	>512	true	2763,3401,0 E	2763,3401,0	2764,3401,0	E	Large door	Open	Open Large door
669	false	>512	true	2763,3402,0 E	2763,3402,0	2764,3402,0	E	Large door	Open	Open Large door
670	false	>512	true	2788,4593,0 E	2789,4593,0	2788,4593,0	W	Large door	Open	Open Large door
671	false	>512	true	2788,4594,0 E	2789,4594,0	2788,4594,0	W	Large door	Open	Open Large door
672	false	>512	true	2794,4594,0 E	2794,4594,0	2795,4594,0	E	Large door	Open	Open Large door
673	false	>512	true	2794,4595,0 E	2794,4595,0	2795,4595,0	E	Large door	Open	Open Large door
674	false	>512	true	2895,3559,0 E	2896,3559,0	2895,3559,0	W	Large door	Open	Open Large door
675	false	>512	true	2901,3559,0 E	2901,3559,0	2902,3559,0	E	Large door	Open	Open Large door
676	false	>512	true	2901,3568,0 E	2901,3568,0	2902,3568,0	E	Large door	Open	Open Large door
677	false	>512	true	3007,3515,0 E	3007,3515,0	3008,3515,0	E	Large door	Open	Open Large door
678	false	>512	true	3007,3516,0 E	3007,3516,0	3008,3516,0	E	Large door	Open	Open Large door
679	false	>512	true	1503,9943,1 N	1503,9944,1	1503,9943,1	S	Large doors	Open	Open Large doors
680	false	>512	true	1503,9956,1 N	1503,9956,1	1503,9957,1	N	Large doors	Open	Open Large doors
681	false	>512	true	1504,9943,1 N	1504,9944,1	1504,9943,1	S	Large doors	Open	Open Large doors
682	false	>512	true	2728,3373,0 N	2728,3373,0	2728,3374,0	N	Legends Guild door	Open	Open Legends Guild door
683	false	>512	true	2729,3373,0 N	2729,3373,0	2729,3374,0	N	Legends Guild door	Open	Open Legends Guild door
684	false	>512	true	1743,3602,0 E	1743,3602,0	1744,3602,0	E	Locked door	Open	Open Locked door
685	false	>512	true	1745,3602,0 E	1745,3602,0	1746,3602,0	E	Locked door	Open	Open Locked door
686	false	>512	true	1749,3601,0 N	1749,3602,0	1749,3601,0	S	Locked door	Open	Open Locked door
687	false	>512	true	1783,3571,1 E	1784,3571,1	1783,3571,1	W	Locked door	Open	Open Locked door
688	false	>512	true	3078,3435,0 N	3078,3435,0	3078,3436,0	N	Longhall door	Open	Open Longhall door
689	false	>512	true	3079,3435,0 N	3079,3435,0	3079,3436,0	N	Longhall door	Open	Open Longhall door
690	false	>512	true	2522,3375,0 E	2522,3375,0	2523,3375,0	E	Loose Railing	Squeeze-through	Squeeze-through Loose Railing
691	false	>512	true	2929,9651,0 N	2929,9652,0	2929,9651,0	S	Magenta door	Open	Open Magenta door
692	false	>512	true	2465,4433,0 N	2465,4434,0	2465,4433,0	S	Magic door	Open	Open Magic door
693	false	>512	true	2466,4433,0 N	2466,4434,0	2466,4433,0	S	Magic door	Open	Open Magic door
694	false	>512	true	2469,4437,0 E	2469,4437,0	2470,4437,0	E	Magic door	Open	Open Magic door
695	false	>512	true	2469,4438,0 E	2469,4438,0	2470,4438,0	E	Magic door	Open	Open Magic door
696	false	>512	true	1894,4272,0 N	1894,4273,0	1894,4272,0	S	Metal door	Open	Open Metal door
697	false	>512	true	1900,4265,0 N	1900,4265,0	1900,4266,0	N	Metal door	Open	Open Metal door
698	false	>512	true	1904,4272,0 N	1904,4273,0	1904,4272,0	S	Metal door	Open	Open Metal door
699	false	>512	true	1910,4265,0 N	1910,4265,0	1910,4266,0	N	Metal door	Open	Open Metal door
700	false	>512	true	1951,5149,0 E	1952,5149,0	1951,5149,0	W	Mind Door	Open	Open Mind Door
701	false	>512	true	1951,5150,0 E	1952,5150,0	1951,5150,0	W	Mind Door	Open	Open Mind Door
702	false	>512	true	3278,9426,0 N	3278,9426,0	3278,9427,0	N	Mine door entrance	Open	Open Mine door entrance
703	false	>512	true	3279,9426,0 N	3279,9426,0	3279,9427,0	N	Mine door entrance	Open	Open Mine door entrance
704	false	>512	true	3301,3036,0 N	3301,3036,0	3301,3037,0	N	Mine door entrance	Open	Open Mine door entrance
705	false	>512	true	3302,3036,0 N	3302,3036,0	3302,3037,0	N	Mine door entrance	Open	Open Mine door entrance
706	false	>512	true	2002,4947,3 E	2003,4947,3	2002,4947,3	W	null	Open	Open null
707	false	>512	true	2002,4948,3 E	2003,4948,3	2002,4948,3	W	null	Open	Open null
708	false	>512	true	2440,9425,2 N	2440,9426,2	2440,9425,2	S	Ogre stone door	Open	Open Ogre stone door
709	false	>512	true	2441,9425,2 N	2441,9426,2	2441,9425,2	S	Ogre stone door	Open	Open Ogre stone door
710	false	>512	true	2930,3247,1 E	2931,3247,1	2930,3247,1	W	Orange door	Open	Open Orange door
711	false	>512	true	2930,3250,1 E	2931,3250,1	2930,3250,1	W	Orange door	Open	Open Orange door
712	false	>512	true	2930,3253,1 E	2931,3253,1	2930,3253,1	W	Orange door	Open	Open Orange door
713	false	>512	true	2930,3256,1 E	2931,3256,1	2930,3256,1	W	Orange door	Open	Open Orange door
714	false	>512	true	2974,9514,1 N	2974,9514,1	2974,9515,1	N	Pen Door	Open	Open Pen Door
715	false	>512	true	2975,9514,1 N	2975,9514,1	2975,9515,1	N	Pen Door	Open	Open Pen Door
716	false	>512	true	3287,3034,0 E	3287,3034,0	3288,3034,0	E	Prison door	Open	Open Prison door
717	false	>512	true	2589,3141,0 N	2589,3142,0	2589,3141,0	S	Prison Gate	Open	Open Prison Gate
718	false	>512	true	2595,3141,0 N	2595,3142,0	2595,3141,0	S	Prison Gate	Open	Open Prison Gate
719	false	>512	true	2600,3141,0 N	2600,3142,0	2600,3141,0	S	Prison Gate	Open	Open Prison Gate
720	false	>512	true	2616,3159,0 E	2617,3159,0	2616,3159,0	W	Prison Gate	Open	Open Prison Gate
721	false	>512	true	2616,3163,0 E	2617,3163,0	2616,3163,0	W	Prison Gate	Open	Open Prison Gate
722	false	>512	true	2616,3167,0 E	2617,3167,0	2616,3167,0	W	Prison Gate	Open	Open Prison Gate
723	false	>512	true	3123,3243,0 N	3123,3243,0	3123,3244,0	N	Prison Gate	Open	Open Prison Gate
724	false	>512	true	1994,5193,0 N	1994,5194,0	1994,5193,0	S	Rickety door	Open	Open Rickety door
725	false	>512	true	1994,5196,0 N	1994,5196,0	1994,5197,0	N	Rickety door	Open	Open Rickety door
726	false	>512	true	1995,5193,0 N	1995,5194,0	1995,5193,0	S	Rickety door	Open	Open Rickety door
727	false	>512	true	1995,5196,0 N	1995,5196,0	1995,5197,0	N	Rickety door	Open	Open Rickety door
728	false	>512	true	1996,5215,0 E	1997,5215,0	1996,5215,0	W	Rickety door	Open	Open Rickety door
729	false	>512	true	1996,5216,0 E	1997,5216,0	1996,5216,0	W	Rickety door	Open	Open Rickety door
730	false	>512	true	1999,5215,0 E	1999,5215,0	2000,5215,0	E	Rickety door	Open	Open Rickety door
731	false	>512	true	1999,5216,0 E	1999,5216,0	2000,5216,0	E	Rickety door	Open	Open Rickety door
732	false	>512	true	2004,5191,0 N	2004,5192,0	2004,5191,0	S	Rickety door	Open	Open Rickety door
733	false	>512	true	2004,5194,0 N	2004,5194,0	2004,5195,0	N	Rickety door	Open	Open Rickety door
734	false	>512	true	2005,5191,0 N	2005,5192,0	2005,5191,0	S	Rickety door	Open	Open Rickety door
735	false	>512	true	2005,5194,0 N	2005,5194,0	2005,5195,0	N	Rickety door	Open	Open Rickety door
736	false	>512	true	2005,5215,0 E	2006,5215,0	2005,5215,0	W	Rickety door	Open	Open Rickety door
737	false	>512	true	2005,5216,0 E	2006,5216,0	2005,5216,0	W	Rickety door	Open	Open Rickety door
738	false	>512	true	2005,5234,0 N	2005,5235,0	2005,5234,0	S	Rickety door	Open	Open Rickety door
739	false	>512	true	2005,5237,0 N	2005,5237,0	2005,5238,0	N	Rickety door	Open	Open Rickety door
740	false	>512	true	2006,5234,0 N	2006,5235,0	2006,5234,0	S	Rickety door	Open	Open Rickety door
741	false	>512	true	2006,5237,0 N	2006,5237,0	2006,5238,0	N	Rickety door	Open	Open Rickety door
742	false	>512	true	2008,5215,0 E	2008,5215,0	2009,5215,0	E	Rickety door	Open	Open Rickety door
743	false	>512	true	2008,5216,0 E	2008,5216,0	2009,5216,0	E	Rickety door	Open	Open Rickety door
744	false	>512	true	2013,5239,0 N	2013,5240,0	2013,5239,0	S	Rickety door	Open	Open Rickety door
745	false	>512	true	2013,5242,0 N	2013,5242,0	2013,5243,0	N	Rickety door	Open	Open Rickety door
746	false	>512	true	2014,5239,0 N	2014,5240,0	2014,5239,0	S	Rickety door	Open	Open Rickety door
747	false	>512	true	2014,5242,0 N	2014,5242,0	2014,5243,0	N	Rickety door	Open	Open Rickety door
748	false	>512	true	2015,5227,0 E	2016,5227,0	2015,5227,0	W	Rickety door	Open	Open Rickety door
749	false	>512	true	2015,5228,0 E	2016,5228,0	2015,5228,0	W	Rickety door	Open	Open Rickety door
750	false	>512	true	2018,5227,0 E	2018,5227,0	2019,5227,0	E	Rickety door	Open	Open Rickety door
751	false	>512	true	2018,5228,0 E	2018,5228,0	2019,5228,0	E	Rickety door	Open	Open Rickety door
752	false	>512	true	2019,5239,0 N	2019,5240,0	2019,5239,0	S	Rickety door	Open	Open Rickety door
753	false	>512	true	2019,5242,0 N	2019,5242,0	2019,5243,0	N	Rickety door	Open	Open Rickety door
754	false	>512	true	2020,5199,0 N	2020,5200,0	2020,5199,0	S	Rickety door	Open	Open Rickety door
755	false	>512	true	2020,5202,0 N	2020,5202,0	2020,5203,0	N	Rickety door	Open	Open Rickety door
756	false	>512	true	2020,5239,0 N	2020,5240,0	2020,5239,0	S	Rickety door	Open	Open Rickety door
757	false	>512	true	2020,5242,0 N	2020,5242,0	2020,5243,0	N	Rickety door	Open	Open Rickety door
758	false	>512	true	2021,5199,0 N	2021,5200,0	2021,5199,0	S	Rickety door	Open	Open Rickety door
759	false	>512	true	2021,5202,0 N	2021,5202,0	2021,5203,0	N	Rickety door	Open	Open Rickety door
760	false	>512	true	2026,5238,0 N	2026,5239,0	2026,5238,0	S	Rickety door	Open	Open Rickety door
761	false	>512	true	2026,5241,0 N	2026,5241,0	2026,5242,0	N	Rickety door	Open	Open Rickety door
762	false	>512	true	2027,5238,0 N	2027,5239,0	2027,5238,0	S	Rickety door	Open	Open Rickety door
763	false	>512	true	2027,5241,0 N	2027,5241,0	2027,5242,0	N	Rickety door	Open	Open Rickety door
764	false	>512	true	2031,5195,0 N	2031,5196,0	2031,5195,0	S	Rickety door	Open	Open Rickety door
765	false	>512	true	2031,5198,0 N	2031,5198,0	2031,5199,0	N	Rickety door	Open	Open Rickety door
766	false	>512	true	2031,5224,0 N	2031,5225,0	2031,5224,0	S	Rickety door	Open	Open Rickety door
767	false	>512	true	2031,5227,0 N	2031,5227,0	2031,5228,0	N	Rickety door	Open	Open Rickety door
768	false	>512	true	2032,5195,0 N	2032,5196,0	2032,5195,0	S	Rickety door	Open	Open Rickety door
769	false	>512	true	2032,5198,0 N	2032,5198,0	2032,5199,0	N	Rickety door	Open	Open Rickety door
770	false	>512	true	2032,5224,0 N	2032,5225,0	2032,5224,0	S	Rickety door	Open	Open Rickety door
771	false	>512	true	2032,5227,0 N	2032,5227,0	2032,5228,0	N	Rickety door	Open	Open Rickety door
772	false	>512	true	2033,5185,0 E	2034,5185,0	2033,5185,0	W	Rickety door	Open	Open Rickety door
773	false	>512	true	2033,5186,0 E	2034,5186,0	2033,5186,0	W	Rickety door	Open	Open Rickety door
774	false	>512	true	2033,5207,0 N	2033,5208,0	2033,5207,0	S	Rickety door	Open	Open Rickety door
775	false	>512	true	2033,5210,0 N	2033,5210,0	2033,5211,0	N	Rickety door	Open	Open Rickety door
776	false	>512	true	2034,5207,0 N	2034,5208,0	2034,5207,0	S	Rickety door	Open	Open Rickety door
777	false	>512	true	2034,5210,0 N	2034,5210,0	2034,5211,0	N	Rickety door	Open	Open Rickety door
778	false	>512	true	2036,5185,0 E	2036,5185,0	2037,5185,0	E	Rickety door	Open	Open Rickety door
779	false	>512	true	2036,5186,0 E	2036,5186,0	2037,5186,0	E	Rickety door	Open	Open Rickety door
780	false	>512	true	2036,5200,0 N	2036,5201,0	2036,5200,0	S	Rickety door	Open	Open Rickety door
781	false	>512	true	2036,5203,0 N	2036,5203,0	2036,5204,0	N	Rickety door	Open	Open Rickety door
782	false	>512	true	2036,5244,0 E	2037,5244,0	2036,5244,0	W	Rickety door	Open	Open Rickety door
783	false	>512	true	2036,5245,0 E	2037,5245,0	2036,5245,0	W	Rickety door	Open	Open Rickety door
784	false	>512	true	2037,5200,0 N	2037,5201,0	2037,5200,0	S	Rickety door	Open	Open Rickety door
785	false	>512	true	2037,5203,0 N	2037,5203,0	2037,5204,0	N	Rickety door	Open	Open Rickety door
786	false	>512	true	2039,5222,0 E	2040,5222,0	2039,5222,0	W	Rickety door	Open	Open Rickety door
787	false	>512	true	2039,5223,0 E	2040,5223,0	2039,5223,0	W	Rickety door	Open	Open Rickety door
788	false	>512	true	2039,5244,0 E	2039,5244,0	2040,5244,0	E	Rickety door	Open	Open Rickety door
789	false	>512	true	2039,5245,0 E	2039,5245,0	2040,5245,0	E	Rickety door	Open	Open Rickety door
790	false	>512	true	2042,5222,0 E	2042,5222,0	2043,5222,0	E	Rickety door	Open	Open Rickety door
791	false	>512	true	2042,5223,0 E	2042,5223,0	2043,5223,0	E	Rickety door	Open	Open Rickety door
792	false	>512	true	2044,5236,0 N	2044,5237,0	2044,5236,0	S	Rickety door	Open	Open Rickety door
793	false	>512	true	2044,5239,0 N	2044,5239,0	2044,5240,0	N	Rickety door	Open	Open Rickety door
794	false	>512	true	2045,5194,0 N	2045,5195,0	2045,5194,0	S	Rickety door	Open	Open Rickety door
795	false	>512	true	2045,5197,0 N	2045,5197,0	2045,5198,0	N	Rickety door	Open	Open Rickety door
796	false	>512	true	2045,5236,0 N	2045,5237,0	2045,5236,0	S	Rickety door	Open	Open Rickety door
797	false	>512	true	2045,5239,0 N	2045,5239,0	2045,5240,0	N	Rickety door	Open	Open Rickety door
798	false	>512	true	2046,5194,0 N	2046,5195,0	2046,5194,0	S	Rickety door	Open	Open Rickety door
799	false	>512	true	2046,5197,0 N	2046,5197,0	2046,5198,0	N	Rickety door	Open	Open Rickety door
800	false	>512	true	2420,4690,0 N	2420,4690,0	2420,4691,0	N	Shimmering field	Walk-through	Walk-through Shimmering field
801	false	>512	true	2421,4690,0 N	2421,4690,0	2421,4691,0	N	Shimmering field	Walk-through	Walk-through Shimmering field
802	false	>512	true	3464,9668,0 E	3465,9668,0	3464,9668,0	W	Solid black door	Open	Open Solid black door
803	false	>512	true	3464,9677,0 E	3465,9677,0	3464,9677,0	W	Solid black door	Open	Open Solid black door
804	false	>512	true	3464,9686,0 E	3465,9686,0	3464,9686,0	W	Solid black door	Open	Open Solid black door
805	false	>512	true	3469,9668,0 E	3469,9668,0	3470,9668,0	E	Solid black door	Open	Open Solid black door
806	false	>512	true	3477,9681,0 E	3478,9681,0	3477,9681,0	W	Solid black door	Open	Open Solid black door
807	false	>512	true	3479,9691,0 N	3479,9692,0	3479,9691,0	S	Solid black door	Open	Open Solid black door
808	false	>512	true	3482,9668,0 E	3482,9668,0	3483,9668,0	E	Solid black door	Open	Open Solid black door
809	false	>512	true	3482,9677,0 E	3482,9677,0	3483,9677,0	E	Solid black door	Open	Open Solid black door
810	false	>512	true	3482,9686,0 E	3482,9686,0	3483,9686,0	E	Solid black door	Open	Open Solid black door
811	false	>512	true	3481,9723,0 E	3482,9723,0	3481,9723,0	W	Solid bronze door	Open	Open Solid bronze door
812	false	>512	true	3493,9726,0 N	3493,9726,0	3493,9727,0	N	Solid bronze door	Open	Open Solid bronze door
813	false	>512	true	3504,9723,0 E	3504,9723,0	3505,9723,0	E	Solid bronze door	Open	Open Solid bronze door
814	false	>512	true	3501,9677,0 E	3501,9677,0	3502,9677,0	E	Solid gold door	Open	Open Solid gold door
815	false	>512	true	3507,9671,0 N	3507,9671,0	3507,9672,0	N	Solid gold door	Open	Open Solid gold door
816	false	>512	true	3507,9682,0 N	3507,9683,0	3507,9682,0	S	Solid gold door	Open	Open Solid gold door
817	false	>512	true	3507,9691,0 N	3507,9692,0	3507,9691,0	S	Solid gold door	Open	Open Solid gold door
818	false	>512	true	3512,9677,0 E	3513,9677,0	3512,9677,0	W	Solid gold door	Open	Open Solid gold door
819	false	>512	true	3461,9708,0 E	3462,9708,0	3461,9708,0	W	Solid silver door	Open	Open Solid silver door
820	false	>512	true	3464,9699,0 N	3464,9700,0	3464,9699,0	S	Solid silver door	Open	Open Solid silver door
821	false	>512	true	3464,9716,0 N	3464,9716,0	3464,9717,0	N	Solid silver door	Open	Open Solid silver door
822	false	>512	true	3466,9708,0 E	3467,9708,0	3466,9708,0	W	Solid silver door	Open	Open Solid silver door
823	false	>512	true	3471,9710,0 N	3471,9710,0	3471,9711,0	N	Solid steel door	Open	Open Solid steel door
824	false	>512	true	3479,9710,0 N	3479,9710,0	3479,9711,0	N	Solid steel door	Open	Open Solid steel door
825	false	>512	true	3487,9710,0 N	3487,9710,0	3487,9711,0	N	Solid steel door	Open	Open Solid steel door
